CustomerID,Recency_Asli,Frequency_Asli,Monetary_Asli,Cluster_KMeans,Cluster_Hierarchical,Cluster_DBSCAN,Segmen_KMeans,Segmen_Hierarchical,Segmen_DBSCAN,Recency_scaled,Frequency_scaled,Monetary_scaled
15051,23,3,1383.3600000000001,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.4870358868672529,0.05960546552681911,0.5121470219792317
15052,319,1,207.73000000000002,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.4458454540573504,-0.9552142636712971,-0.9914390866147116
15053,5,3,693.95,1,1,0,Champions,Champions,At-Risk Champions,-1.5215015741842748,0.05960546552681911,-0.035542103880255034
15054,12,2,302.1,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.9445401209818783,-0.36158277709840037,-0.6949888366785156
15057,275,2,1489.5,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.3354660834710605,-0.36158277709840037,0.5708564825617898
15058,25,11,2102.54,1,1,0,Champions,Champions,At-Risk Champions,-0.4273072773233673,1.6680566812978321,0.8446480744707625
15059,41,9,1337.72,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.06944540468970294,1.4011241767997944,0.48550457137263564
15060,8,4,294.25,1,1,0,Champions,Champions,At-Risk Champions,-1.2189397565026774,0.3863044476016776,-0.7158427489811763
15061,4,48,54534.14,1,1,-1,Champions,Champions,Noise/Outlier,-1.6575516078937147,3.72788433066158,3.4316639625494143
15062,71,4,987.86,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.33275877447285523,0.3863044476016776,0.24476852547731412
15063,213,1,370.79999999999995,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.1456119042818538,-0.9552142636712971,-0.5326313303597043
15065,38,4,3158.13,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.12474545964177015,0.3863044476016776,1.1678439264563332
15066,53,1,893.59,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.11808774849594178,-0.9552142636712971,0.16514695662179238
15067,78,3,1744.76,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.4019933629965244,0.05960546552681911,0.6964857073760964
15068,46,2,553.36,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.014486707924192927,-0.36158277709840037,-0.21517087889197548
15069,179,1,1109.53,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.0165034021035235,-0.9552142636712971,0.33698862534233953
15070,373,1,106.2,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.5622054467539612,-0.9552142636712971,-1.5210020544031928
15071,94,2,982.07,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.5396160195399382,-0.36158277709840037,0.2401015385922927
15073,10,3,1043.41,1,1,0,Champions,Champions,At-Risk Champions,-1.0691974256329595,0.05960546552681911,0.2882040791943072
15074,105,1,735.67,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.6213723494390907,-0.9552142636712971,0.010790615608218073
15075,78,1,773.03,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.4019933629965244,-0.9552142636712971,0.05010626565997092
15076,173,1,880.85,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.9912057503645619,-0.9552142636712971,0.15374775085836911
15078,7,32,9743.11,1,1,0,Champions,Champions,At-Risk Champions,-1.3068305482073614,3.1491166813065026,2.0629982749109774
15079,213,4,895.61,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.1456119042818538,0.3863044476016776,0.1669394424711042
15081,22,5,504.8,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.5187942651860693,0.6532369520997158,-0.2880259063378207
15083,257,1,88.2,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.2851407753342434,-0.9552142636712971,-1.6670850646978705
15087,282,1,306.94,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.3541556643837713,-0.9552142636712971,-0.6823986240008215
15088,21,2,1160.07,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.5519645819744484,-0.36158277709840037,0.37235766880014237
15089,10,6,2420.84,1,1,0,Champions,Champions,At-Risk Champions,-1.0691974256329595,0.8789251688960832,0.9566299082330063
15090,308,1,381.32,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.419743263956323,-0.9552142636712971,-0.5104569385033433
15091,68,1,480.71,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.30100039615403923,-0.9552142636712971,-0.32680786441489157
15092,215,2,457.81,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.1525534358129637,-0.36158277709840037,-0.3655159376385056
15093,18,6,4597.02,1,1,0,Champions,Champions,At-Risk Champions,-0.6613614517492411,0.8789251688960832,1.4661283038653514
15095,104,4,1370.6,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.6142992229409651,0.3863044476016776,0.5047878469776197
15096,43,1,219.39000000000001,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,-0.034731738315937795,-0.9552142636712971,-0.9482399593679138
15097,4,1,248.08,0,1,1,Lost / Churned,Champions,Lost / Churned,-1.6575516078937147,-0.9552142636712971,-0.850984837334742
15098,182,3,39916.5,1,0,-1,Champions,At-Risk Champions,Noise/Outlier,1.0288377202565722,0.05960546552681911,3.1836847759595917
15099,84,1,410.48,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.45661842083469495,-0.9552142636712971,-0.45204250714346006
15100,334,3,876.0,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.480028953972913,0.05960546552681911,0.14936484341876022
15101,9,2,317.53,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-1.1403187642352037,-0.36158277709840037,-0.655527531960114
15103,31,2,703.36,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.27236486089033946,-0.36158277709840037,-0.024853265873968255
15104,197,2,993.54,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.087624740705768,-0.36158277709840037,0.24932037060227824
15105,18,7,2298.93,1,1,0,Champions,Champions,At-Risk Champions,-0.6613614517492411,1.0744251947249353,0.91558310924825
15106,18,5,1422.52,1,1,0,Champions,Champions,At-Risk Champions,-0.6613614517492411,0.6532369520997158,0.534315739126094
15107,311,6,319.5,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.4269530713337628,0.8789251688960832,-0.6506275484588299
15108,142,4,1300.25,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.844791532568056,0.3863044476016776,0.462943374782325
15109,246,1,484.95,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.252627506451775,-0.9552142636712971,-0.3198432975899408
15110,24,4,996.1,1,1,0,Champions,Champions,At-Risk Champions,-0.45657413660453583,0.3863044476016776,0.25136341416661095
15111,29,3,1567.48,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.3205241028950956,0.05960546552681911,0.6113839026502907
15113,10,3,3509.43,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-1.0691974256329595,0.05960546552681911,1.2516414803330826
15114,30,10,2760.56,1,1,0,Champions,Champions,At-Risk Champions,-0.2960560335189878,1.5406654655354899,1.0609523276091601
15115,18,1,340.11,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,-0.6613614517492411,-0.9552142636712971,-0.6010979584457828
15116,18,4,1352.75,1,1,0,Champions,Champions,At-Risk Champions,-0.6613614517492411,0.3863044476016776,0.4943773752395857
15117,15,5,1551.78,1,1,0,Champions,Champions,At-Risk Champions,-0.7895977045488505,0.6532369520997158,0.6033888444189517
15118,134,1,244.8,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.8018323761266101,-0.9552142636712971,-0.86151969235709
15119,246,1,266.4,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.252627506451775,-0.9552142636712971,-0.7945818036443753
15120,134,1,358.82,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.8018323761266101,-0.9552142636712971,-0.5586603812103572
15121,50,2,457.72,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.07543561088562381,-0.36158277709840037,-0.36567184639246597
15122,114,3,1633.78,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.68218320610311,0.05960546552681911,0.6442866095270858
15123,7,2,2199.31,1,1,0,Champions,Champions,At-Risk Champions,-1.3068305482073614,-0.36158277709840037,0.8803922331706385
15124,23,2,184.19,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.4870358868672529,-0.36158277709840037,-1.08653556958642
15125,25,15,11528.48,1,1,0,Champions,Champions,At-Risk Champions,-0.4273072773233673,2.0892449239230517,2.19670660208989
15127,66,1,406.53,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.27905148268373375,-0.9552142636712971,-0.4597083430981773
15128,60,4,1471.0,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.20904305891646366,0.3863044476016776,0.5609306423931489
15129,50,11,3447.4,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.07543561088562381,1.6680566812978321,1.2374729331786538
15130,170,1,330.11,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.9782278709309759,-0.9552142636712971,-0.6247445675671713
15132,18,5,977.9300000000001,1,1,0,Champions,Champions,At-Risk Champions,-0.6613614517492411,0.6532369520997158,0.23674763754224598
15133,128,3,982.42,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.7679079316757323,0.05960546552681911,0.24038443313494132
15134,15,8,1387.99,1,1,0,Champions,Champions,At-Risk Champions,-0.7895977045488505,1.2468684386726128,0.5148005579294063
15135,239,1,139.05,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.231174428080437,-0.9552142636712971,-1.3085687956342626
15136,3,4,1286.7,1,1,0,Champions,Champions,At-Risk Champions,-1.8240633918658722,0.3863044476016776,0.4546244373003433
15139,240,2,178.96,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.2342771737504357,-0.36158277709840037,-1.1093027027203972
15140,52,7,2354.25,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.10413950578058002,1.0744251947249353,0.9344723455962961
15142,46,1,498.74,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.014486707924192927,-0.9552142636712971,-0.29760505236071294
15143,226,1,259.45,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.1896188509298031,-0.9552142636712971,-0.8155107632537799
15144,8,17,6580.44,1,1,0,Champions,Champions,At-Risk Champions,-1.2189397565026774,2.2616881678707283,1.7511396881643366
15145,4,4,1194.73,1,1,0,Champions,Champions,At-Risk Champions,-1.6575516078937147,0.3863044476016776,0.3957344872525602
15146,165,2,1327.16,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.9560835379863235,-0.36158277709840037,0.47921079980131026
15147,240,1,623.5,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.2342771737504357,-0.9552142636712971,-0.12048939574647494
15148,11,1,301.29,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,-1.0042687305257638,-0.9552142636712971,-0.6971154978313716
15149,134,1,520.8000000000001,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.8018323761266101,-0.9552142636712971,-0.2632756757532995
15150,17,10,5291.33,1,1,0,Champions,Champions,At-Risk Champions,-0.7017069128441668,1.5406654655354899,1.5778930852062139
15152,10,13,4745.69,1,1,0,Champions,Champions,At-Risk Champions,-1.0691974256329595,1.8937448980941993,1.4914179307535012
15153,31,1,329.25,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,-0.27236486089033946,-0.9552142636712971,-0.6268114179244234
15154,75,1,254.28,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.37310423556778083,-0.9552142636712971,-0.8314449887695826
15156,1,3,961.49,1,1,0,Champions,Champions,At-Risk Champions,-2.341296235524383,0.05960546552681911,0.22328776467668535
15157,4,3,1936.07,1,1,0,Champions,Champions,At-Risk Champions,-1.6575516078937147,0.05960546552681911,0.7791266683012099
15158,45,1,401.40000000000003,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,-0.0015614215275583125,-0.9552142636712971,-0.46977589668953396
15159,2,30,18641.010000000002,1,1,0,Champions,Champions,At-Risk Champions,-2.0387344178427855,3.057582165231702,2.5785814558799074
15160,357,1,158.16,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.5295790803664373,-0.9552142636712971,-1.206914810493782
15163,18,2,304.47,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.6613614517492411,-0.36158277709840037,-0.6887988706609133
15164,69,3,824.58,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.31173740525936816,0.05960546552681911,0.10134675113694573
15165,373,1,487.75,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.5622054467539612,-0.9552142636712971,-0.3152772911175539
15167,321,1,158.8,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.4504947479670136,-0.9552142636712971,-1.203725530878516
15168,26,1,106.56,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,-0.3991450951625692,-0.9552142636712971,-1.5183376645251683
15171,331,1,1289.5,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.4733163816448338,-0.9552142636712971,0.45635063232637035
15172,9,5,1624.05,1,1,0,Champions,Champions,At-Risk Champions,-1.1403187642352037,0.6532369520997158,0.6395423608994808
15174,323,1,135.75,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.4551152534945606,-0.9552142636712971,-1.3275191220107772
15175,72,1,224.14,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.34305147915390505,-0.9552142636712971,-0.9312934063203042
15178,260,1,40.5,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.2937675680461596,-0.9552142636712971,-2.275200739290009
15179,18,5,2206.95,1,1,0,Champions,Champions,At-Risk Champions,-0.6613614517492411,0.6532369520997158,0.8831469366330399
15180,367,1,87.5,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.5501371094479746,-0.9552142636712971,-1.6733463158045787
15181,66,3,689.4799999999999,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.27905148268373375,0.05960546552681911,-0.04067039540636599
15182,154,2,622.85,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.9049214377701915,-0.36158277709840037,-0.12131700491474186
15184,29,2,402.2,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.3205241028950956,-0.36158277709840037,-0.4681974899193101
15185,70,1,310.62,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.32232211121924903,-0.9552142636712971,-0.6729576279098198
15186,14,2,411.41,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.8377569465536066,-0.36158277709840037,-0.45024834303623595
15187,2,16,4777.18,1,1,0,Champions,Champions,At-Risk Champions,-2.0387344178427855,2.178003940795619,1.4966728185688638
15189,1,41,16225.39,1,1,0,Champions,Champions,At-Risk Champions,-2.341296235524383,3.5021961138652125,2.4682901945069626
15192,120,3,1044.32,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.7201342279169752,0.05960546552681911,0.2888962280499011
15193,61,1,499.32,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.2211768101395232,-0.9552142636712971,-0.296683223611897
15194,3,15,7616.53,1,1,0,Champions,Champions,At-Risk Champions,-1.8240633918658722,2.0892449239230517,1.8673277460130775
15195,3,1,3861.0,1,1,-1,Champions,Champions,Noise/Outlier,-1.8240633918658722,-0.9552142636712971,1.327495559955043
15197,11,3,1079.6100000000001,1,1,0,Champions,Champions,At-Risk Champions,-1.0042687305257638,0.05960546552681911,0.3152832790142916
15198,92,2,193.64,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.5237386278211207,-0.36158277709840037,-1.046982477519143
15199,59,4,1268.7,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.19670874076341505,0.3863044476016776,0.44343703440400467
15201,87,5,1236.54,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.4825011053425735,0.6532369520997158,0.4230482086334201
15203,26,6,1827.8,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.3991450951625692,0.8789251688960832,0.7334167148966373
15204,357,1,316.58,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.5295790803664373,-0.9552142636712971,-0.6579013092360623
15205,85,2,653.24,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.4653461139941349,-0.36158277709840037,-0.0835163440257657
15206,10,4,420.29999999999995,1,1,0,Champions,Champions,At-Risk Champions,-1.0691974256329595,0.3863044476016776,-0.43329905445258415
15208,1,5,870.12,1,1,0,Champions,Champions,At-Risk Champions,-2.341296235524383,0.6532369520997158,0.14401851066918647
15210,225,1,331.18,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.1863243234655771,-0.9552142636712971,-0.6221805029392277
15211,60,2,894.4100000000001,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.20904305891646366,-0.36158277709840037,0.16587508693977254
15212,241,1,101.8,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.237367071575486,-0.9552142636712971,-1.5543097976922056
15213,319,2,328.35,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.4458454540573504,-0.36158277709840037,-0.6289801724322753
15214,2,8,1661.44,1,1,0,Champions,Champions,At-Risk Champions,-2.0387344178427855,1.2468684386726128,0.6576206786160058
15215,47,3,734.94,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.03019695679125805,0.05960546552681911,0.010002693269993028
15216,88,1,96.6,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.4909329380903411,-0.9552142636712971,-1.5955624036532456
15218,11,11,5756.89,1,1,0,Champions,Champions,At-Risk Champions,-1.0042687305257638,1.6680566812978321,1.6448985400901508
15219,176,1,305.75,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.0039617748066132,-0.9552142636712971,-0.6854757098915537
15220,52,6,1778.96,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.10413950578058002,0.8789251688960832,0.7119041380206882
15221,366,1,403.25,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.5481066068113414,-0.9552142636712971,-0.46613057705706296
15222,319,1,585.0,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.4458454540573504,-0.9552142636712971,-0.17105913346963572
15223,226,2,755.75,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.1896188509298031,-0.36158277709840037,0.03216315772683184
15224,358,2,322.08,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.531660558029954,-0.36158277709840037,-0.6442556659994837
15225,234,1,409.40000000000003,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.2154641792133722,-0.9552142636712971,-0.4541311484181045
15226,311,1,154.41,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.4269530713337628,-0.9552142636712971,-1.225863658062877
15227,37,5,1219.4,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.14412860809073014,0.6532369520997158,0.4119642513638495
15228,66,4,3386.71,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.27905148268373375,0.3863044476016776,1.2233616090254127
15230,239,2,429.6,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.231174428080437,-0.36158277709840037,-0.41594664261579195
15232,113,2,612.06,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.6756660532493783,-0.36158277709840037,-0.1351827312184483
15234,277,1,197.0,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.3408538993577666,-0.9552142636712971,-1.0333804515187048
15235,218,12,2247.51,1,0,0,Champions,At-Risk Champions,At-Risk Champions,1.1628461404940136,1.7852452398084835,0.897613593762816
15236,299,1,321.05,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.3976862120525944,-0.9552142636712971,-0.646793356292987
15237,2,4,1412.32,1,1,0,Champions,Champions,At-Risk Champions,-2.0387344178427855,0.3863044476016776,0.5286007492656697
15238,29,3,1071.99,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.3205241028950956,0.05960546552681911,0.30965934775109594
15239,10,2,780.59,1,1,0,Champions,Champions,At-Risk Champions,-1.0691974256329595,-0.36158277709840037,0.05783075822198299
15240,45,5,1706.57,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.0015614215275583125,0.6532369520997158,0.6789073801281026
15241,67,8,1756.44,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.2901066368625376,1.2468684386726128,0.7017851205702377
15243,74,1,316.68,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.36322052473557237,-0.9552142636712971,-0.65765110379132
15244,65,2,631.57,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.2678300793656594,-0.36158277709840037,-0.11028544621991199
15245,134,3,2515.84,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.8018323761266101,0.05960546552681911,0.987208294017519
15246,238,2,514.15,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,1.228058727276131,-0.36158277709840037,-0.27346905179735265
15247,122,1,356.0,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.7323674405541809,-0.9552142636712971,-0.5649133966005939
15249,32,13,6688.46,1,1,0,Champions,Champions,At-Risk Champions,-0.24940276429285124,1.8937448980941993,1.7640775244278444
15251,9,11,10484.99,1,1,0,Champions,Champions,At-Risk Champions,-1.1403187642352037,1.6680566812978321,2.1213130622201493
15252,36,2,740.78,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.16402870097223204,-0.36158277709840037,0.01628430689239539
15253,16,5,918.1999999999999,1,1,0,Champions,Champions,At-Risk Champions,-0.7443590504544844,0.6532369520997158,0.18671444270334206
15254,127,1,300.36,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.7621008264266822,-0.9552142636712971,-0.6995642585503196
15255,67,1,890.85,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.2901066368625376,-0.9552142636712971,0.16270908556216107
15256,149,1,98.45,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.8804533683940834,-0.9552142636712971,-1.580639397686673
15257,283,1,317.15,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.356787798536271,-0.9552142636712971,-0.6564761922099592
15258,169,2,623.16,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.9738512644932059,-0.36158277709840037,-0.12092219150008462
15260,100,7,1810.77,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.5853165797205673,1.0744251947249353,0.7259814457735533
15261,135,1,254.82,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.8073394805210485,-0.9552142636712971,-0.8297656577761455
15262,324,1,178.95000000000002,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.45741482159648,-0.9552142636712971,-1.109346865291472
15263,107,1,156.51,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.6353205921544528,-0.9552142636712971,-1.2151966958666873
15264,64,1,393.74,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.25643735030730064,-0.9552142636712971,-0.4850500026202927
15265,151,2,1506.1200000000001,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.8903370792262918,-0.36158277709840037,0.579669145398595
15266,338,1,119.3,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.4888861411471739,-0.9552142636712971,-1.4293760284874943
15267,22,5,1717.36,1,1,0,Champions,Champions,At-Risk Champions,-0.5187942651860693,0.6532369520997158,0.6839134010285771
15269,24,1,408.8,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,-0.45657413660453583,-0.9552142636712971,-0.45529388095553003
15270,16,7,2379.49,1,1,0,Champions,Champions,At-Risk Champions,-0.7443590504544844,1.0744251947249353,0.9429437199673658
15271,7,15,2493.34,1,1,0,Champions,Champions,At-Risk Champions,-1.3068305482073614,2.0892449239230517,0.9800716555479257
15272,57,2,721.94,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.17141108902445348,-0.36158277709840037,-0.004161229174232452
15274,4,2,716.57,1,1,0,Champions,Champions,At-Risk Champions,-1.6575516078937147,-0.36158277709840037,-0.010086501056727447
15275,38,1,615.14,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,-0.12474545964177015,-0.9552142636712971,-0.1312000335788607
15276,66,1,128.63,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.27905148268373375,-0.9552142636712971,-1.3700133650627004
15277,47,1,255.89999999999998,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.03019695679125805,-0.9552142636712971,-0.8264176041765023
15279,355,1,290.51,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.525398625407363,-0.9552142636712971,-0.7259740506418147
15280,172,1,113.12,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.9869048205414843,-0.9552142636712971,-1.471288446689922
15281,59,9,2332.15,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.19670874076341505,1.4011241767997944,0.9269799776724039
15286,50,1,240.55,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.07543561088562381,-0.9552142636712971,-0.8753810966964023
15287,22,2,486.69,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,-0.5187942651860693,-0.36158277709840037,-0.31700276637736124
15288,43,5,2306.52,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.034731738315937795,0.6532369520997158,0.9182014719184424
15289,29,3,939.78,1,0,0,Champions,At-Risk Champions,At-Risk Champions,-0.3205241028950956,0.05960546552681911,0.20515656582836708
15290,5,18,7943.22,1,1,0,Champions,Champions,At-Risk Champions,-1.5215015741842748,2.3408466559766334,1.9007003028548954
15291,26,15,4668.3,1,1,0,Champions,Champions,At-Risk Champions,-0.3991450951625692,2.0892449239230517,1.4783539088362816
15292,201,1,178.39,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.1025494233790782,-0.9552142636712971,-1.1118238942163177
15296,51,6,3672.86,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.08992556633514363,0.8789251688960832,1.2878050355376982
15297,10,3,641.94,1,1,0,Champions,Champions,At-Risk Champions,-1.0691974256329595,0.05960546552681911,-0.09736276234529616
15298,2,12,4799.9,1,1,0,Champions,Champions,At-Risk Champions,-2.0387344178427855,1.7852452398084835,1.5004427513264749
15299,67,7,4507.01,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.2901066368625376,1.0744251947249353,1.4504165707713446
15300,64,1,496.44,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.25643735030730064,-0.9552142636712971,-0.30127114394061555
15301,51,12,5049.95,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.08992556633514363,1.7852452398084835,1.5407934086493478
15303,290,1,574.02,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.3749572694199874,-0.9552142636712971,-0.18609137862775954
15304,61,8,694.4000000000001,1,0,0,Champions,At-Risk Champions,At-Risk Champions,0.2211768101395232,1.2468684386726128,-0.03502766160472233
15306,64,3,1174.35,0,0,0,Lost / Churned,At-Risk Champions,At-Risk Champions,0.25643735030730064,0.05960546552681911,0.38207240390315694
15307,96,1,205.3,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,0.5551626080798789,-0.9552142636712971,-1.000745450052218
15308,274,1,310.47,0,0,1,Lost / Churned,At-Risk Champions,Lost / Churned,1.3327575169453991,-0.9552142636712971,-0.6733402664835032
